vehicle_code,make,model,model_year,vehicle_class,vehicle_type,market_value_aud,manufacture_year,value_band,engine_size_band,repair_cost_band,safety_rating,theft_risk_score,theft_risk_band,risk_category,source_updated_at
VEH-00476,Hyundai,Sedan-17,2007,SEDAN,SEDAN,58000,2007,MEDIUM,ELECTRIC,MEDIUM,2,0.267,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00477,Kia,Hatch-1,2009,HATCH,HATCH,76000,2009,MEDIUM,SMALL,HIGH,5,0.853,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00478,Subaru,SUV-2,2013,SUV,SUV,93000,2013,HIGH,MEDIUM,LOW,3,0.627,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00479,Honda,Ute-3,2007,UTE,UTE,17000,2007,LOW,LARGE,MEDIUM,5,0.450,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00480,Tesla,Wagon-4,2025,WAGON,WAGON,77000,2025,MEDIUM,ELECTRIC,HIGH,2,0.862,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00481,Toyota,Sedan-5,2010,SEDAN,SEDAN,57000,2010,MEDIUM,SMALL,LOW,4,0.479,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00482,Mazda,Hatch-6,2011,HATCH,HATCH,62000,2011,MEDIUM,MEDIUM,MEDIUM,2,0.334,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00483,Ford,SUV-7,2006,SUV,SUV,33000,2006,MEDIUM,LARGE,HIGH,4,0.109,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00484,Hyundai,Ute-8,2017,UTE,UTE,35000,2017,MEDIUM,ELECTRIC,LOW,5,0.205,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00485,Kia,Wagon-9,2024,WAGON,WAGON,22000,2024,LOW,SMALL,MEDIUM,3,0.462,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00486,Subaru,Sedan-10,2018,SEDAN,SEDAN,27000,2018,LOW,MEDIUM,HIGH,3,0.304,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00487,Honda,Hatch-11,2015,HATCH,HATCH,94000,2015,HIGH,LARGE,LOW,4,0.645,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00488,Tesla,SUV-12,2010,SUV,SUV,105000,2010,HIGH,ELECTRIC,MEDIUM,3,0.394,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00489,Toyota,Ute-13,2021,UTE,UTE,128000,2021,HIGH,SMALL,HIGH,3,0.639,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00490,Mazda,Wagon-14,2022,WAGON,WAGON,132000,2022,HIGH,MEDIUM,LOW,4,0.617,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00491,Ford,Sedan-15,2015,SEDAN,SEDAN,106000,2015,HIGH,LARGE,MEDIUM,4,0.606,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00492,Hyundai,Hatch-16,2015,HATCH,HATCH,19000,2015,LOW,ELECTRIC,HIGH,4,0.275,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00493,Kia,SUV-17,2021,SUV,SUV,34000,2021,MEDIUM,SMALL,LOW,2,0.249,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00494,Subaru,Ute-1,2025,UTE,UTE,133000,2025,HIGH,MEDIUM,MEDIUM,4,0.574,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00495,Honda,Wagon-2,2021,WAGON,WAGON,110000,2021,HIGH,LARGE,HIGH,5,0.777,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00496,Tesla,Sedan-3,2012,SEDAN,SEDAN,30000,2012,MEDIUM,ELECTRIC,LOW,5,0.739,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00497,Toyota,Hatch-4,2010,HATCH,HATCH,13000,2010,LOW,SMALL,MEDIUM,4,0.062,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
VEH-00498,Mazda,SUV-5,2025,SUV,SUV,60000,2025,MEDIUM,MEDIUM,HIGH,2,0.479,HIGH,SPECIALIST,2026-08-01T00:00:00Z
VEH-00499,Ford,Ute-6,2022,UTE,UTE,8000,2022,LOW,LARGE,LOW,2,0.237,LOW,STANDARD,2026-08-01T00:00:00Z
VEH-00500,Hyundai,Wagon-7,2014,WAGON,WAGON,120000,2014,HIGH,ELECTRIC,MEDIUM,2,0.496,MEDIUM,ELEVATED,2026-08-01T00:00:00Z
